city_Gdynia,city_Kraków,city_Poznań,city_Radom,city_Szczecin,city_Warszawa,city_Wrocław,delivery_company_360.0,delivery_company_516.0,delivery_company_620.0,purchase_is_weekend,purchase_day_of_week_sin,purchase_day_of_week_cos,purchase_hour_sin,purchase_hour_cos,purchase_minute_sin,purchase_minute_cos,time
0,0,0,0,1,0,0,0,0,1,1,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063,0.3090169943749475,-0.9510565162951535,49.05272981444445
0,0,0,1,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,-0.9510565162951535,-0.30901699437494756,23.710930056944445
0,0,1,0,0,0,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.743144825477394,-0.6691306063588585,37.73132966055555
0,1,0,0,0,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.7071067811865477,0.7071067811865474,0.9945218953682734,-0.10452846326765333,61.86237165027778
0,0,0,1,0,0,0,1,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.7431448254773941,0.6691306063588582,54.655692826944446
0,0,0,1,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.9659258262890683,-0.25881904510252063,-0.7431448254773946,0.6691306063588578,24.774465735833335
0,0,0,0,1,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0.7431448254773941,0.6691306063588582,66.82212920722222
0,0,0,1,0,0,0,1,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0.8090169943749475,0.5877852522924731,44.52283917444444
1,0,0,0,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.20791169081775907,-0.9781476007338057,64.07935065777778
0,0,0,0,0,0,1,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,-0.20791169081775987,0.9781476007338056,29.329935930555557
0,0,0,0,0,1,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,-0.20791169081775907,-0.9781476007338057,64.84230198555555
0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,-0.25881904510252035,-0.9659258262890684,0.8660254037844386,0.5000000000000001,67.80262044777778
0,0,1,0,0,0,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.587785252292473,-0.8090169943749475,37.399376564722225
0,0,1,0,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,-0.8090169943749473,-0.5877852522924732,68.19604010055555
0,0,1,0,0,0,0,0,0,1,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.9781476007338056,0.20791169081775945,24.707503583055555
0,0,0,1,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,47.54634567388889
0,0,0,0,1,0,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.25881904510252074,0.9659258262890683,-0.9781476007338058,0.20791169081775857,54.75743559888889
0,0,0,0,1,0,0,1,0,0,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,50.726213808888886
0,0,0,1,0,0,0,1,0,0,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,-0.8090169943749473,-0.5877852522924732,43.648277926388886
1,0,0,0,0,0,0,0,0,1,1,-0.7818314824680299,0.6234898018587334,-0.866025403784439,0.49999999999999933,0.49999999999999994,0.8660254037844387,60.40410056527778
1,0,0,0,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681,0.40673664307580015,0.9135454576426009,57.7161375575
0,0,0,1,0,0,0,0,1,0,1,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0.6691306063588581,0.7431448254773944,16.2844419325
0,0,0,1,0,0,0,0,1,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.0,1.0,20.00998117611111
0,0,0,0,1,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,41.74523551222222
1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.7071067811865476,0.7071067811865476,0.6691306063588581,0.7431448254773944,57.6875505775
0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-0.7431448254773946,0.6691306063588578,65.13881805944445
0,1,0,0,0,0,0,0,1,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.7431448254773941,0.6691306063588582,58.35490200472222
0,0,0,0,1,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.7071067811865476,0.7071067811865476,0.7431448254773945,-0.6691306063588579,39.29902060055556
0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,-0.7071067811865471,-0.7071067811865479,0.5000000000000003,-0.8660254037844385,18.237083684444446
0,0,0,0,1,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0.5000000000000003,-0.8660254037844385,42.12003567027778
0,0,1,0,0,0,0,0,0,1,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.10452846326765373,-0.9945218953682733,49.85762668583333
0,0,0,0,0,1,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,-0.8090169943749473,-0.5877852522924732,54.02339303861111
0,0,1,0,0,0,0,1,0,0,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,-0.6691306063588588,0.7431448254773937,41.98364030333333
0,1,0,0,0,0,0,1,0,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,-0.6691306063588588,0.7431448254773937,75.97310653944444
0,0,0,0,0,1,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,0.25881904510252074,0.9659258262890683,0.10452846326765373,-0.9945218953682733,56.83614788916667
0,0,0,0,1,0,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,-0.866025403784439,0.49999999999999933,0.3090169943749474,0.9510565162951535,45.176930401944446
0,0,0,1,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,-0.10452846326765305,-0.9945218953682734,26.019310006666668
0,0,1,0,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.25881904510252074,0.9659258262890683,-0.20791169081775907,-0.9781476007338057,30.55769757638889
0,0,0,0,0,1,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.25881904510252035,-0.9659258262890684,1.0,6.123233995736766e-17,66.95282505888889
0,0,0,0,0,0,1,0,0,1,0,0.9749279121818236,-0.22252093395631434,0.9659258262890683,-0.25881904510252063,0.9510565162951535,0.30901699437494745,11.119312713888888
0,0,0,1,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0.5000000000000003,-0.8660254037844385,-0.5877852522924734,0.8090169943749473,31.748332031388887
0,0,1,0,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,45.19548047972222
0,0,0,0,1,0,0,0,1,0,1,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,-0.8090169943749476,0.5877852522924729,40.46497408305556
0,0,0,0,1,0,0,0,0,1,0,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682,-0.8090169943749473,-0.5877852522924732,29.855393675
0,0,1,0,0,0,0,1,0,0,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.3090169943749474,0.9510565162951535,50.273931686944444
0,0,0,1,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.25881904510252074,0.9659258262890683,-0.1045284632676543,0.9945218953682733,15.09363042
0,0,1,0,0,0,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,-0.7431448254773946,0.6691306063588578,52.327505753888886
0,0,0,0,1,0,0,0,0,1,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,-0.10452846326765305,-0.9945218953682734,40.92732099444444
0,0,0,1,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0.6691306063588583,-0.7431448254773941,39.64656254055556
1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,69.31322237083333
0,0,1,0,0,0,0,0,1,0,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.7431448254773941,0.6691306063588582,33.33817038527778
0,0,0,0,0,0,1,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.9659258262890681,-0.2588190451025215,-0.587785252292473,-0.8090169943749475,14.981704232222222
0,0,0,0,0,0,1,0,1,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,-0.10452846326765305,-0.9945218953682734,38.80360678444445
0,0,0,0,1,0,0,1,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.866025403784439,0.49999999999999933,-0.9510565162951535,-0.30901699437494756,59.49479582222222
0,1,0,0,0,0,0,0,0,1,0,0.7818314824680298,0.6234898018587336,-0.866025403784439,0.49999999999999933,-0.20791169081775907,-0.9781476007338057,59.859977387777775
0,1,0,0,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.7071067811865471,-0.7071067811865479,0.9510565162951536,-0.30901699437494734,89.29638754166666
0,0,0,0,0,1,0,0,1,0,1,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476,-0.9781476007338056,-0.2079116908177598,54.64557100472222
0,0,0,1,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,11.968609463888889
0,0,0,0,0,1,0,0,0,1,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.7431448254773941,0.6691306063588582,72.4211464575
1,0,0,0,0,0,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,-0.866025403784439,0.49999999999999933,71.82580627166666
0,0,1,0,0,0,0,0,0,1,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0,-0.9781476007338058,0.20791169081775857,55.423990618055555
0,0,0,0,0,0,1,1,0,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.8090169943749475,-0.587785252292473,52.11369526888889
0,0,0,1,0,0,0,0,1,0,1,-0.7818314824680299,0.6234898018587334,0.0,1.0,-0.6691306063588579,-0.7431448254773945,40.26739437611111
0,0,0,0,0,1,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.9659258262890681,-0.2588190451025215,1.0,6.123233995736766e-17,63.29959139388889
0,0,0,0,1,0,0,0,0,1,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.913545457642601,-0.4067366430758001,30.236811316388888
0,0,0,0,0,0,1,0,0,1,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,-0.10452846326765305,-0.9945218953682734,28.051940546388888
0,0,0,0,1,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0.0,1.0,66.46750837166667
1,0,0,0,0,0,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0.10452846326765346,0.9945218953682733,56.712472115833336
0,0,1,0,0,0,0,0,0,1,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0.20791169081775931,0.9781476007338057,38.75268748361111
0,0,0,0,1,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,-0.40673664307580093,0.9135454576426005,53.20944089
1,0,0,0,0,0,0,0,1,0,1,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,-0.866025403784439,0.49999999999999933,71.33901866166667
1,0,0,0,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.25881904510252035,-0.9659258262890684,-0.9510565162951535,-0.30901699437494756,77.16654926444444
0,0,0,0,0,0,1,0,1,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.9945218953682733,-0.10452846326765423,42.72115520472222
0,0,0,1,0,0,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683,0.40673664307580015,0.9135454576426009,39.56059351111111
0,0,0,1,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.3090169943749474,0.9510565162951535,20.177854019444446
0,0,0,0,0,1,0,0,1,0,0,0.43388373911755823,-0.900968867902419,-0.9659258262890681,-0.2588190451025215,0.40673664307580043,-0.9135454576426008,86.82421364583334
0,0,0,0,0,0,1,0,0,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,28.538140380277778
0,0,0,0,0,0,1,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.7071067811865477,0.7071067811865474,0.20791169081775931,0.9781476007338057,35.23408526055555
0,0,0,0,0,1,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.40673664307580043,-0.9135454576426008,53.853529333611114
0,0,0,0,0,0,1,0,0,1,0,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,30.917581667222223
0,0,0,0,1,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.25881904510252157,0.9659258262890681,-0.9135454576426011,0.40673664307579976,33.67767537583333
0,0,1,0,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.7071067811865471,-0.7071067811865479,-0.20791169081775987,0.9781476007338056,40.263131970555555
0,0,0,0,0,1,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.9659258262890681,-0.2588190451025215,0.9945218953682733,0.10452846326765368,63.50798982222222
0,0,0,0,1,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.5000000000000003,-0.8660254037844385,58.15534638
0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.7071067811865476,0.7071067811865476,0.8090169943749475,-0.587785252292473,14.34080701361111
0,0,0,0,0,0,1,1,0,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0.3090169943749474,0.9510565162951535,55.96324159416667
0,0,0,1,0,0,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,-0.866025403784439,0.49999999999999933,-0.9945218953682733,-0.10452846326765423,64.75707511805555
0,0,0,0,1,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.5877852522924732,-0.8090169943749473,33.04596198527778
0,0,0,0,0,0,1,0,0,1,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,54.793390046666666
0,0,0,0,0,1,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,73.19746606694444
0,0,0,1,0,0,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.25881904510252074,0.9659258262890683,0.5877852522924731,0.8090169943749475,55.85015494833333
0,0,0,0,1,0,0,0,0,1,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.9781476007338058,0.20791169081775857,41.860077006666664
0,0,0,1,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,33.45999042138889
0,1,0,0,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0.3090169943749475,-0.9510565162951535,64.74661164833333
0,0,0,0,1,0,0,0,1,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.913545457642601,-0.4067366430758001,32.461005040555555
0,0,0,1,0,0,0,1,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,-0.9781476007338056,-0.2079116908177598,49.71833850805555
1,0,0,0,0,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-0.9659258262890681,-0.2588190451025215,-0.6691306063588588,0.7431448254773937,62.68501157888889
0,0,0,0,0,1,0,1,0,0,1,-0.7818314824680299,0.6234898018587334,-0.9659258262890681,-0.2588190451025215,0.9945218953682734,-0.10452846326765333,63.47865170361111
0,0,0,1,0,0,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.3090169943749474,0.9510565162951535,27.85544763888889
1,0,0,0,0,0,0,0,0,1,0,0.7818314824680298,0.6234898018587336,-0.25881904510252035,-0.9659258262890684,0.40673664307580043,-0.9135454576426008,42.82442146444444
0,0,0,0,0,0,1,0,0,1,0,0.43388373911755823,-0.900968867902419,0.7071067811865476,-0.7071067811865475,0.20791169081775973,-0.9781476007338056,22.603081813333333
0,0,0,1,0,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.40673664307580015,0.9135454576426009,56.06795635611111
0,0,1,0,0,0,0,1,0,0,1,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,-0.866025403784439,0.49999999999999933,55.69641229055556
0,0,0,0,0,0,1,0,1,0,0,0.0,1.0,-0.7071067811865471,-0.7071067811865479,-0.743144825477394,-0.6691306063588585,41.00875188361111
0,0,0,0,0,1,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683,0.8090169943749475,0.5877852522924731,62.420222735
1,0,0,0,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,-0.866025403784439,0.49999999999999933,-0.5000000000000004,0.8660254037844384,83.75117437805555
0,0,0,0,1,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0.9135454576426009,0.4067366430758004,50.458312711944444
0,0,0,0,0,0,1,1,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,-0.9135454576426011,0.40673664307579976,39.54808756
0,0,0,1,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.9659258262890681,-0.2588190451025215,0.5877852522924732,-0.8090169943749473,15.3552093525
0,0,1,0,0,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.9659258262890681,-0.2588190451025215,-0.7431448254773946,0.6691306063588578,39.020374
0,0,0,0,1,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,44.92078706555556
1,0,0,0,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,-0.866025403784439,0.49999999999999933,47.244517953333336
0,1,0,0,0,0,0,1,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.9510565162951536,-0.30901699437494734,58.07592916777778
0,0,1,0,0,0,0,1,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.1045284632676543,0.9945218953682733,37.66718431527778
0,0,0,0,1,0,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.40673664307580043,-0.9135454576426008,32.9525292225
0,0,0,0,1,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0.5000000000000003,-0.8660254037844385,0.6691306063588583,-0.7431448254773941,46.52881404805556
0,0,0,0,0,1,0,1,0,0,1,-0.7818314824680299,0.6234898018587334,-0.25881904510252035,-0.9659258262890684,-0.866025403784439,0.49999999999999933,91.07261898888889
0,0,0,1,0,0,0,0,1,0,1,-0.7818314824680299,0.6234898018587334,-0.866025403784439,0.49999999999999933,-0.9135454576426005,-0.40673664307580093,18.251731518333333
1,0,0,0,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.866025403784439,0.49999999999999933,0.49999999999999994,0.8660254037844387,60.0461643975
0,0,0,1,0,0,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,-0.3090169943749473,-0.9510565162951536,71.16076805555555
1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,-0.7071067811865477,0.7071067811865474,-0.40673664307580093,0.9135454576426005,66.19967159722222
1,0,0,0,0,0,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,-0.8090169943749476,0.5877852522924729,55.02209676333333
0,0,0,0,1,0,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.1045284632676543,0.9945218953682733,57.92992365222222
0,0,0,0,1,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,28.163943534166666
0,0,0,1,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.25881904510252035,-0.9659258262890684,-0.20791169081775907,-0.9781476007338057,19.207246630555556
0,0,1,0,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.9659258262890684,0.2588190451025203,-0.3090169943749477,0.9510565162951535,12.35542940861111
0,1,0,0,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,98.27637669
0,1,0,0,0,0,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,-0.6691306063588579,-0.7431448254773945,74.18201611916666
0,0,1,0,0,0,0,1,0,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,34.176679155833334
0,0,0,1,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.258819045102521,-0.9659258262890682,0.0,1.0,21.92830230361111
0,0,1,0,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.25881904510252157,0.9659258262890681,0.9781476007338057,-0.20791169081775912,33.21896403361111
0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0.3090169943749474,0.9510565162951535,40.356380558611114
0,1,0,0,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0.10452846326765373,-0.9945218953682733,56.14825292333333
1,0,0,0,0,0,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0,-0.743144825477394,-0.6691306063588585,56.16942948444444
0,0,0,0,0,0,1,0,0,1,0,-0.433883739117558,-0.9009688679024191,0.9659258262890682,0.25881904510252096,-0.5000000000000004,0.8660254037844384,10.838014412777778
0,0,0,0,0,1,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.866025403784439,0.49999999999999933,1.2246467991473532e-16,-1.0,63.816850456944444
0,0,0,0,0,1,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0.5000000000000003,-0.8660254037844385,0.8090169943749475,-0.587785252292473,78.07715732694444
0,0,0,0,0,0,1,1,0,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,68.38851786361111
0,0,0,1,0,0,0,1,0,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.0,1.0,58.881677053055554
1,0,0,0,0,0,0,0,1,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.8090169943749475,0.5877852522924731,72.08553959361112
0,0,0,1,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,28.97033774333333
0,0,1,0,0,0,0,0,1,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,-0.4067366430757998,-0.9135454576426011,24.10196717138889
0,1,0,0,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,78.68015814083333
0,1,0,0,0,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,-0.6691306063588588,0.7431448254773937,91.82743031583334
0,0,0,0,1,0,0,1,0,0,0,0.43388373911755823,-0.900968867902419,-0.25881904510252035,-0.9659258262890684,-0.40673664307580093,0.9135454576426005,52.08273585
